Unnamed: 0,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,Total_Bathrooms,House_Age,Years_Since_Remodel,Total_Porch_SF,Total_Living_Area,Total_Outdoor_Area
47,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,14300,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,2,Northridge_Heights,Norm,Norm,OneFam,One_Story,Average,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095,3,PConc,3,4,6,3,1,0,1473,2846,GasA,5,Y,SBrkr,2696,0,2696,1,0,2,1,3,1,10,8,2,Attchd,3,3,958,3,2,220,150,0,0,0,0,0,0,,0,6,2010,WD ,Normal,500000,-93.656067,42.058599,3.5,7,6,150,5542,370
48,Two_Story_1946_and_Newer,Residential_Low_Density,105,13650,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232,3,PConc,3,4,6,3,1,0,1093,1671,GasA,5,Y,SBrkr,1687,563,2250,1,0,2,1,3,1,7,8,1,Attchd,3,3,756,3,2,238,130,0,0,0,0,0,0,,0,6,2010,WD ,Normal,320000,-93.654853,42.057102,3.5,8,8,130,3921,368
49,One_Story_PUD_1946_and_Newer,Residential_Low_Density,61,7658,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412,3,PConc,3,1,6,3,1,0,1296,1752,GasA,5,Y,SBrkr,1752,0,1752,1,0,2,0,2,1,6,8,1,Attchd,2,2,576,3,2,196,82,0,0,0,0,0,0,,0,2,2010,WD ,Normal,319900,-93.654121,42.057164,3.0,5,5,82,3504,278
50,One_Story_PUD_1946_and_Newer,Residential_Low_Density,41,7132,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,3,PConc,3,2,6,3,1,0,1346,1370,GasA,5,Y,SBrkr,1370,0,1370,0,0,2,0,2,1,6,8,1,Attchd,2,2,484,3,2,120,49,0,0,0,0,0,0,,0,4,2010,WD ,Normal,205000,-93.649447,42.058252,2.0,4,4,49,2740,169
51,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,36,2628,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northridge_Heights,Norm,Norm,Twnhs,Two_Story,Average,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106,3,PConc,3,1,1,7,1,0,764,764,GasA,5,Y,SBrkr,764,862,1626,0,0,2,1,2,1,6,8,0,BuiltIn,2,2,474,3,2,0,27,0,0,0,0,0,0,,0,6,2010,WD ,Normal,175500,-93.651013,42.057181,2.5,7,7,27,2390,27
52,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,18494,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,OneFam,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,1324,1324,GasA,5,Y,SBrkr,1324,0,1324,0,0,2,0,3,1,6,8,0,Attchd,3,2,430,3,2,36,23,0,0,0,0,0,0,,0,1,2010,WD ,Normal,199500,-93.644356,42.061928,2.0,5,5,23,2648,59
53,One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3203,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14,3,PConc,3,3,6,3,1,0,1129,1145,GasA,5,Y,SBrkr,1145,0,1145,0,0,2,0,2,1,6,8,0,Attchd,3,2,437,3,2,100,116,0,0,0,0,0,0,,0,1,2010,WD ,Normal,160000,-93.641635,42.06257,2.0,4,4,116,2290,216
54,One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3182,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Bloomington_Heights,Norm,Norm,TwnhsE,One_Story,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,3,PConc,3,1,6,3,1,0,1232,1256,GasA,5,Y,SBrkr,1269,0,1269,0,0,2,0,2,1,6,8,1,Attchd,3,2,430,3,2,146,20,0,0,144,0,0,0,,0,4,2010,WD ,Normal,192000,-93.642252,42.062303,2.0,6,5,164,2525,310
55,Split_or_Multilevel,Residential_Low_Density,67,13300,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,SLvl,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,58,384,GasA,5,Y,SBrkr,744,630,1374,1,0,2,1,3,1,7,8,1,BuiltIn,3,2,400,3,2,100,0,0,0,0,0,0,0,,0,6,2010,WD ,Normal,184500,-93.644076,42.061443,3.5,6,6,0,1758,100
56,Two_Story_1946_and_Newer,Residential_Low_Density,0,7851,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,235,860,GasA,5,Y,SBrkr,860,1100,1960,1,0,2,1,4,1,8,8,2,BuiltIn,3,2,440,3,2,288,48,0,0,0,0,0,0,,0,5,2010,WD ,Normal,216500,-93.641487,42.060977,3.5,8,8,48,2820,336
57,Two_Story_1946_and_Newer,Residential_Low_Density,63,8577,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,847,847,GasA,5,Y,SBrkr,847,886,1733,0,0,2,1,3,1,7,8,1,BuiltIn,3,2,433,3,2,144,48,0,0,0,0,0,0,,0,4,2010,WD ,Normal,185088,-93.642447,42.061193,2.5,6,6,48,2580,192
58,Split_or_Multilevel,Residential_Low_Density,0,7750,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,OneFam,SLvl,Average,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,134,384,GasA,5,Y,SBrkr,774,656,1430,0,0,2,1,3,1,7,8,1,BuiltIn,3,2,400,3,2,180,0,0,0,0,0,0,0,,0,4,2010,WD ,Normal,180000,-93.641325,42.060936,2.5,10,10,0,1814,180
59,Two_Story_1946_and_Newer,Residential_Low_Density,0,9505,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Gilbert,Norm,Norm,OneFam,Two_Story,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,3,PConc,3,1,1,7,1,0,884,884,GasA,5,Y,SBrkr,884,1151,2035,0,0,2,1,3,1,8,8,1,BuiltIn,3,2,434,3,2,144,48,0,0,0,0,0,0,,0,5,2010,WD ,Normal,222500,-93.641337,42.057103,2.5,9,9,48,2919,192
60,Two_Story_1946_and_Newer,Residential_Low_Density,108,14774,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165,3,PConc,3,1,1,7,1,0,1393,1393,GasA,5,Y,SBrkr,1422,1177,2599,0,0,2,1,4,1,10,8,1,BuiltIn,3,3,779,3,2,668,30,0,0,0,0,0,0,,0,5,2010,WD ,Normal,333168,-93.651381,42.054386,2.5,11,11,30,3992,698
61,Two_Story_1946_and_Newer,Residential_Low_Density,60,17433,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114,3,PConc,3,1,1,7,1,0,1629,1629,GasA,5,Y,SBrkr,1645,830,2475,0,0,2,1,4,1,7,8,1,Attchd,3,3,962,3,2,23,172,0,0,256,0,0,0,,0,1,2010,WD ,Normal,355000,-93.652334,42.053243,2.5,12,12,428,4104,451
62,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,59,10593,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northridge,Norm,Norm,OneFam,One_Story,Average,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,3,PConc,3,1,6,3,1,0,801,1720,GasA,5,Y,SBrkr,1720,0,1720,1,0,2,0,3,1,7,8,1,Attchd,3,2,527,3,2,240,56,154,0,0,0,0,0,,0,3,2010,WD ,Normal,260400,-93.654206,42.051721,3.0,14,14,210,3440,450
63,Two_Story_1946_and_Newer,Residential_Low_Density,98,12256,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,3,PConc,3,3,6,3,1,0,431,1463,GasA,5,Y,SBrkr,1500,1122,2622,1,0,2,1,3,1,9,8,2,Attchd,2,2,712,3,2,186,32,0,0,0,0,0,0,,0,4,2010,WD ,Normal,325000,-93.653616,42.051674,3.5,16,15,32,4085,218
64,Two_Story_1946_and_Newer,Residential_Low_Density,92,11764,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Northridge,Norm,Norm,OneFam,Two_Story,Good,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,3,PConc,3,1,6,3,1,0,628,1152,GasA,5,Y,SBrkr,1164,1106,2270,0,0,2,1,4,1,9,8,1,Attchd,3,3,671,3,2,132,57,0,0,0,0,0,0,,0,4,2010,WD ,Normal,290000,-93.650356,42.052457,2.5,11,3,57,3422,189
65,Two_Story_1946_and_Newer,Residential_Low_Density,58,16770,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30,3,PConc,3,1,1,7,1,0,1195,1195,GasA,4,Y,SBrkr,1195,644,1839,0,0,2,1,4,1,7,8,0,Attchd,3,2,486,3,2,0,81,0,0,0,0,0,0,,0,6,2010,WD ,Normal,221000,-93.650578,42.052437,2.5,12,12,81,3034,81
66,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,56,14720,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Northridge,Norm,Norm,OneFam,One_and_Half_Fin,Average,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579,3,PConc,3,3,6,3,1,0,1217,2033,GasA,5,Y,SBrkr,2053,1185,3238,1,0,2,1,4,1,9,8,1,Attchd,3,3,666,3,2,283,86,0,0,0,0,0,0,,0,3,2010,WD ,Normal,410000,-93.652972,42.050909,3.5,15,14,86,5271,369
67,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8987,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Somerset,Norm,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,3,PConc,3,0,1,7,1,0,1595,1595,GasA,5,Y,SBrkr,1595,0,1595,0,0,2,0,2,1,6,8,1,Attchd,2,3,880,3,2,144,0,0,0,0,0,0,0,,0,5,2010,WD ,Normal,221500,-93.642368,42.05306,2.0,5,4,0,3190,144
68,One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,92,9215,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Somerset,Norm,Norm,OneFam,One_Story,Average,2009,2010,Hip,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,1218,1218,GasA,5,Y,SBrkr,1218,0,1218,0,0,2,0,2,1,4,8,0,Attchd,2,2,676,3,2,0,136,0,0,0,0,0,0,,0,4,2010,New,Partial,204500,-93.649976,42.051827,2.0,1,0,136,2436,136
69,Two_Story_1946_and_Newer,Floating_Village_Residential,72,8640,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Somerset,Norm,Norm,OneFam,Two_Story,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,2,6,3,1,0,732,756,GasA,5,Y,SBrkr,764,783,1547,0,0,2,1,3,1,7,8,0,Attchd,1,2,614,3,2,169,45,0,0,0,0,0,0,,0,6,2010,Con,Normal,215200,-93.650318,42.051653,2.5,1,1,45,2303,214
70,One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,75,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Somerset,Norm,Norm,OneFam,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36,3,PConc,3,3,6,3,1,0,488,1566,GasA,5,Y,SBrkr,1566,0,1566,1,0,2,0,3,1,7,8,0,Attchd,2,2,750,3,2,144,168,0,0,0,0,0,0,,0,4,2010,WD ,Normal,262500,-93.647105,42.050084,3.0,2,2,168,3132,312
71,Two_Story_1946_and_Newer,Floating_Village_Residential,100,12552,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Somerset,Norm,Norm,OneFam,Two_Story,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,769,991,GasA,5,Y,SBrkr,991,956,1947,0,0,2,1,3,1,8,8,1,Attchd,2,2,678,3,2,0,136,0,0,0,0,0,2,,0,5,2010,WD ,Normal,254900,-93.642773,42.052347,2.5,6,5,136,2938,136
72,One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,84,10440,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Somerset,Norm,Norm,OneFam,One_Story,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,54,1468,GasA,5,Y,SBrkr,1468,0,1468,1,0,2,0,2,1,6,8,1,Attchd,3,2,528,3,2,0,102,0,0,216,0,0,0,,0,5,2010,WD ,Normal,271500,-93.642224,42.051429,3.0,5,5,318,2936,318
73,Two_Story_1946_and_Newer,Residential_Low_Density,76,10142,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,300,956,GasA,5,Y,SBrkr,956,1128,2084,1,0,2,1,4,1,8,8,0,BuiltIn,2,2,618,3,2,0,45,0,0,0,0,0,0,,0,1,2010,WD ,Normal,233000,-93.692309,42.036255,3.5,6,6,45,3040,45
74,Two_Story_1946_and_Newer,Residential_Low_Density,70,11920,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,3,PConc,3,3,1,7,1,0,831,831,GasA,5,Y,SBrkr,831,828,1659,0,0,2,1,3,1,8,8,0,Attchd,2,2,484,3,2,144,68,0,0,0,0,0,0,,0,4,2010,WD ,Normal,181000,-93.692412,42.036113,2.5,6,6,68,2490,212
75,Two_Story_1946_and_Newer,Residential_Low_Density,0,8880,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1994,2002,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,6,3,1,0,253,948,GasA,5,Y,SBrkr,1222,888,2110,1,0,2,1,3,1,8,8,2,Attchd,2,2,463,3,2,0,130,0,0,0,0,0,0,,0,5,2010,WD ,Normal,205000,-93.68981,42.036026,3.5,16,8,130,3058,130
76,One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,8012,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,TwnhsE,One_Story,Average,1980,1980,Gable,CompShg,Plywood,Plywood,,0,3,CBlock,3,1,4,2,4,119,261,923,GasA,3,Y,SBrkr,923,0,923,0,0,2,0,2,1,5,8,1,Attchd,2,1,264,3,2,80,0,0,0,0,0,0,0,,0,5,2010,WD ,Normal,143000,-93.686417,42.03548,2.0,30,30,0,1846,80
77,Two_Story_1946_and_Newer,Residential_Low_Density,70,11218,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0,3,PConc,3,1,1,7,1,0,1055,1055,GasA,5,Y,SBrkr,1055,790,1845,0,0,2,1,3,1,8,8,1,Attchd,2,2,462,3,2,635,104,0,0,0,0,0,4,Shed,400,5,2010,WD ,Normal,189000,-93.687694,42.036659,2.5,18,18,104,2900,739
78,One_Story_PUD_1946_and_Newer,Residential_Low_Density,55,7892,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,TwnhsE,One_Story,Average,1979,1979,Gable,CompShg,Plywood,Plywood,,0,3,CBlock,3,1,1,7,1,0,918,918,GasA,3,Y,SBrkr,918,0,918,0,0,2,0,2,1,5,8,1,Attchd,1,1,264,3,2,28,0,0,0,0,0,0,0,,0,4,2010,WD ,Normal,99500,-93.686263,42.034589,2.0,31,31,0,1836,28
79,One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,7175,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,TwnhsE,One_Story,Average,1984,1984,Gable,CompShg,Plywood,Plywood,,0,3,CBlock,3,1,5,1,2,121,0,744,GasA,3,Y,SBrkr,752,0,752,1,0,1,0,2,1,4,8,0,Attchd,1,1,264,3,2,353,0,0,0,90,0,0,3,,0,2,2010,WD ,Normal,125000,-93.686264,42.0347,2.0,26,26,90,1496,443
80,Two_Story_1946_and_Newer,Residential_Low_Density,0,9453,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Sawyer_West,RRNe,Norm,OneFam,Two_Story,Good,1993,2003,Gable,CompShg,HdBoard,HdBoard,,0,3,PConc,3,1,4,2,1,0,594,996,GasA,5,Y,SBrkr,1014,730,1744,0,0,2,1,3,1,7,8,0,Attchd,2,2,457,3,2,370,70,0,238,0,0,0,0,,0,2,2010,WD ,Normal,194500,-93.68628,42.036633,2.5,17,7,308,2740,678
81,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,81,9672,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Sawyer_West,Norm,Norm,OneFam,One_Story,Average,1984,1985,Hip,CompShg,HdBoard,Plywood,,0,3,PConc,3,1,6,3,1,0,702,1040,GasA,3,Y,SBrkr,1097,0,1097,0,0,2,0,3,1,6,8,0,Attchd,1,2,480,3,2,0,0,0,0,0,0,0,4,,0,5,2010,WD ,Normal,152000,-93.685028,42.034555,2.0,26,25,0,2137,0
82,Two_Story_1946_and_Newer,Residential_Low_Density,70,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer_West,Norm,Norm,OneFam,Two_Story,Above_Average,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,3,CBlock,3,1,1,7,1,0,650,650,GasA,3,Y,SBrkr,888,676,1564,0,0,2,1,3,1,7,8,1,Attchd,1,2,476,3,2,0,50,0,0,204,0,0,3,,0,4,2010,WD ,Normal,171000,-93.685029,42.034678,2.5,30,29,254,2214,254
83,One_Story_1945_and_Older,Residential_High_Density,70,9800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Sawyer_West,Feedr,Norm,OneFam,One_Story,Average,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,2,BrkTil,3,1,1,7,1,0,816,816,GasA,3,N,FuseA,1012,0,1012,0,0,1,0,2,1,5,8,0,Detchd,1,1,429,3,2,121,0,80,0,0,0,0,0,,0,4,2010,WD ,Normal,67500,-93.6790694,42.0360754,1.0,90,60,80,1828,201
84,Duplex_All_Styles_and_Ages,Residential_Medium_Density,68,8930,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer,RRAe,Norm,Duplex,One_and_Half_Fin,Average,1978,1978,Gable,CompShg,VinylSd,VinylSd,,0,3,Slab,0,0,0,5,0,0,0,0,GasA,3,Y,SBrkr,1318,584,1902,0,0,2,0,4,2,8,8,0,Attchd,1,2,539,3,2,0,0,0,0,0,0,0,0,,0,4,2010,WD ,Normal,112000,-93.677205,42.036535,2.0,32,32,0,1902,0
85,Split_Foyer,Residential_Low_Density,88,11782,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,OneFam,SFoyer,Good,1961,1995,Gable,CompShg,HdBoard,HdBoard,,0,3,CBlock,3,3,5,1,1,0,210,1109,GasA,3,Y,SBrkr,1155,0,1155,1,0,1,0,3,1,6,5,0,Detchd,1,2,576,3,2,192,0,0,0,0,0,0,3,Shed,400,6,2010,WD ,Normal,148000,-93.673669,42.034793,2.0,49,15,0,2264,192
86,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8450,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Sawyer,RRAe,Norm,OneFam,One_Story,Very_Good,1965,2009,Gable,CompShg,MetalSd,MetalSd,,0,4,CBlock,3,1,6,3,4,117,224,894,GasA,5,Y,SBrkr,894,0,894,1,0,1,0,3,1,5,8,1,Detchd,1,1,336,3,2,416,144,0,0,0,0,0,3,,0,4,2010,WD ,Normal,138500,-93.670956,42.035685,2.0,45,1,144,1788,560
87,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9819,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,OneFam,One_Story,Average,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,4,CBlock,3,1,4,2,1,0,432,882,GasA,3,Y,SBrkr,900,0,900,0,0,1,0,3,1,5,8,0,Detchd,1,1,280,3,2,0,0,0,0,0,0,0,3,,0,2,2010,WD ,Normal,122000,-93.672096,42.034856,1.0,43,43,0,1782,0
88,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,3,Sawyer,Feedr,Norm,OneFam,One_Story,Average,1963,1963,Gable,CompShg,HdBoard,HdBoard,,0,3,CBlock,3,1,5,1,1,0,216,1040,GasA,2,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,5,8,0,Attchd,3,1,308,3,2,0,0,220,0,0,0,0,3,,0,6,2010,WD ,Normal,133000,-93.672067,42.03457,2.5,47,47,220,2080,220
89,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,6897,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,3,Sawyer,Norm,Norm,OneFam,One_Story,Very_Good,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0,4,CBlock,3,1,5,1,1,0,381,1040,GasA,5,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,6,8,0,Detchd,1,1,260,3,2,0,104,0,0,0,0,0,0,,0,4,2010,WD ,Normal,127000,-93.669688,42.035333,2.5,48,0,104,2080,104
90,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,39,15410,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Sawyer,RRNe,Norm,OneFam,One_Story,Above_Average,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250,4,CBlock,3,4,4,2,6,859,223,1208,GasA,5,Y,SBrkr,1494,0,1494,1,0,2,0,3,1,7,8,2,Attchd,3,2,461,3,2,296,0,186,0,0,0,0,4,,0,4,2010,WD ,Abnorml,169000,-93.660672,42.034603,3.0,36,8,186,2702,482
91,Two_Story_1946_and_Newer,Residential_Low_Density,107,10186,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0,3,PConc,3,1,6,3,1,0,76,750,GasA,5,Y,SBrkr,1061,862,1923,1,0,2,1,3,1,8,8,1,Attchd,2,2,564,3,2,240,39,0,0,0,0,0,0,,0,6,2010,WD ,Normal,190000,-93.646749,42.048253,3.5,18,18,39,2673,279
92,Two_Story_1946_and_Newer,Residential_Low_Density,85,13143,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504,3,PConc,3,1,2,4,6,981,0,1231,GasA,5,Y,SBrkr,1251,1098,2349,1,0,2,1,4,1,9,8,1,Attchd,2,3,762,3,2,32,130,0,0,0,0,0,0,,0,6,2010,WD ,Normal,362500,-93.651773,42.046825,3.5,17,17,130,3580,162
93,Two_Story_1946_and_Newer,Residential_Low_Density,88,11134,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,3,Northridge,Norm,Norm,OneFam,Two_Story,Average,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,3,PConc,3,1,6,3,1,0,261,1390,GasA,5,Y,SBrkr,1402,823,2225,1,0,2,1,4,1,7,8,1,Attchd,2,3,713,3,2,198,30,0,0,0,0,0,0,,0,6,2010,WD ,Normal,285000,-93.652773,42.045773,3.5,18,17,30,3615,228
94,One_Story_PUD_1946_and_Newer,Floating_Village_Residential,25,4835,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,3,Somerset,Norm,Norm,TwnhsE,One_Story,Average,2004,2005,Gable,CompShg,MetalSd,MetalSd,,0,3,PConc,3,3,6,3,1,0,190,1488,GasA,5,Y,SBrkr,1488,0,1488,1,0,2,0,2,1,6,8,1,Attchd,3,2,506,3,2,168,50,0,0,0,0,0,0,,0,3,2010,WD ,Normal,260000,-93.647988,42.047452,3.0,6,5,50,2976,218
95,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,39,3515,Pave,Paved,Regular,Lvl,AllPub,Inside,3,Somerset,Norm,Norm,TwnhsE,Two_Story,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0,3,PConc,3,1,1,7,1,0,840,840,GasA,5,Y,SBrkr,840,840,1680,0,0,2,1,2,1,3,8,0,Attchd,2,2,588,3,2,0,111,0,0,0,0,0,0,,0,1,2010,WD ,Normal,190000,-93.64614,42.048086,2.5,6,6,111,2520,111
